"","X","KeySignatureConfidence","Tempo","TimeSignature","TimeSignatureConfidence","Title","Year","ArtistFamiliarity","Hotness","end_of_fade_in","key","Loudness","mode","mode_confidence","rank","hit"
"3911",3911,0.543,"113.045",4,1,"let your love flow",1976,0.317369751031,"0.207514681467",0,"9",-5.448,1,0.464,36,1
"3913",3913,0.774,"129.013",4,0.939,"dance with me",2001,0.587747021771,"0.413934899503",0.119,"11",-6.576,0,0.591,93,0
"3914",3914,0.377,"121.366",4,0.892,"daniel",1973,0.393329885991,"0.275593275438",0.781,"7",-11.338,1,0.429,48,1
"3915",3915,0.354,"139.079",1,0,"circus",2009,0.778142723055,"0.547746274612",0,"7",-8.067,1,0.226,27,1
"3916",3916,0.515,"144.68",3,0.82,"i still love you",1998,0.813107692563,"0.598473622994",0.328,"4",-7.576,0,0.494,63,0
"3917",3917,0.649,"126.497",4,0.928,"breathe",2000,0.847451713218,"0.779968004597",0.34,"5",-4.923,1,0.586,1,1
"3918",3918,0.884,"93.923",4,1,"endless love",1994,0.596748943861,"0.396612783823",0.334,"0",-7.641,1,0.803,56,0
"3919",3919,0.895,"149.929",4,0,"temptation",1991,0.642280769426,"0.411195687878",0.16,"6",-10.861,1,0.834,58,0
"3920",3920,0.539,"108.546",4,0.64,"change of heart",1987,0.695104703042,"0.450467193465",0.305,"9",-8.912,0,0.465,61,0
"3922",3922,0.321,"136.364",4,0.079,"smile",2010,0.483388547225,"0.373685259562",0.441,"9",-5.599,1,0.595,97,0
"3923",3923,0.456,"155.979",4,0,"desire",1988,0.505590358704,"0.361758465721",0,"0",-11.4,1,0.543,56,0
"3924",3924,0.265,"143.839",4,0.539,"dirty little secret",2006,0.84065157906,"0.582205564163",1.128,"10",-5.007,1,0.351,48,1
"3925",3925,0.465,"0.0",3,1,"lovesong",1989,0.718069186569,"0.445509703907",0,"1",-7.546,0,0.483,68,0
"3926",3926,0.333,"86.972",4,0.883,"umbrella",2007,0.886507375469,"0.908202619208",0.061,"1",-4.561,1,0.401,2,1
"3927",3927,0.11,"155.301",4,0.344,"guilty",1981,0.58924160804,"0.438276351906",0.292,"6",-5.455,1,0.548,29,1
"3928",3928,0.632,"135.326",1,0,"easy",1977,0.685315222699,"0.429601122698",0,"9",-4.442,1,0.587,33,1
"3929",3929,1,"240.341",3,1,"nightshift",1985,0.634694232437,"0.395189298542",0.084,"7",-10.764,1,0.792,40,1
"3930",3930,0.578,"101.782",7,0.586,"with or without you",1987,0.438038227053,"0.0",0.125,"2",-10.748,1,0.687,15,1
"3931",3931,0.193,"166.049",4,0.598,"alright",1993,0.587309333473,"0.424218437882",0,"7",-5.62,0,0.646,85,0
"3932",3932,0.088,"79.124",3,1,"do anything",1991,0.488433530683,"0.384194959159",0.261,"7",-7.931,1,0.488,32,1
"3933",3933,0.732,"125.932",4,0.482,"if you leave me now",1976,0.489385443375,"0.401473277072",0.223,"10",-5.885,0,0.604,48,1
"3934",3934,0.283,"130.186",4,0.378,"smoke on the water",1973,0.581793765845,"0.401997543364",0.647,"4",-15.015,0,0.481,50,0
"3936",3936,0.857,"139.519",4,0.359,"use me",1972,0.699999284215,"0.505572245334",0.22,"0",-7.537,1,0.552,78,0
"3938",3938,0.631,"85.307",1,1,"rain",1993,0.582699813212,"0.400526001114",0,"0",-13.374,1,0.642,67,0
"3939",3939,0.317,"106.986",4,1,"shine",1994,0.813011268287,"0.522665045269",2.514,"2",-5.914,1,0.172,31,1
"3941",3941,0.657,"139.956",4,0,"again",2001,0.608621813018,"0.402772789292",3.175,"11",-7.313,0,0.678,9,1
"3942",3942,0.688,"84.848",4,0.022,"trouble",1982,0.663980517558,"0.424010713061",0.433,"7",-8.607,1,0.606,45,1
"3943",3943,0.429,"169.176",4,0.833,"closer",2008,0.93291777366,"0.797990081888",2.839,"0",-7.847,1,0.453,20,1
"3944",3944,0.036,"163.823",5,0.775,"runaway",1996,0.875898625405,"0.582709964298",0.09,"7",-5.391,0,0.358,84,0
"3945",3945,0.028,"67.283",1,0.916,"waterfalls",1995,0.804051990749,"0.599280325802",0.364,"4",-14.556,1,0.348,2,1
"3946",3946,0.539,"99.062",4,0.705,"missing you",2001,0.629518964616,"0.437661712906",0.084,"9",-5.186,0,0.546,49,1
"3947",3947,0.761,"84.023",5,0.768,"shine",1994,0.686576735592,"0.453552538784",0.178,"11",-6.308,0,0.689,31,1
"3949",3949,0.3,"123.276",4,1,"gonna fly now",1977,0.522209599542,"0.344211614046",0,"1",-10.789,1,0.515,21,1
"3950",3950,0.903,"115.835",3,0.664,"rhinestone cowboy",1975,0.671596269848,"0.481024239212",0,"0",-4.027,1,0.775,2,1
"3951",3951,0.413,"165.365",4,0.268,"addicted",2008,0.519715640115,"0.350841641207",0,"11",-5.004,1,0.475,97,0
"3952",3952,0.108,"126.003",4,0.458,"control",1987,0.534834289245,"0.355589670096",1.506,"11",-23.791,1,0.474,37,1
"3953",3953,0.023,"135.992",4,0,"i want you",2003,0.612922416685,"0.441193633588",7.512,"9",-9.807,0,0.153,95,0
"3954",3954,0.42,"85.922",4,0.593,"gold",1979,0.677390774906,"0.407893551867",0.095,"5",-6.644,0,0.531,51,0
"3955",3955,0.22,"130.529",1,0,"fire",1979,0.442386355006,"0.332759416208",0.978,"0",-7.094,1,0.275,15,1
"3956",3956,0.546,"134.126",4,0.476,"always",1995,0.473128028657,"0.351754670826",0,"1",-10.825,0,0.227,17,1
"3957",3957,0.608,"172.127",4,0.631,"sunshine",2004,0.551686572592,"0.333559951467",0,"7",-6.275,1,0.549,20,1
"3960",3960,0.384,"78.084",5,0.764,"for all we know",1971,0.623932409741,"0.478896105524",0.418,"9",-11.191,0,0.246,35,1
"3961",3961,0.772,"136.976",4,0.255,"over you",1968,0.375053794571,"0.320138211899",0.136,"9",-6.776,0,0.502,73,0
"3962",3962,0.039,"94.583",4,0.512,"nowhere man",1966,0.666423212166,"0.335782300706",0,"9",-5.522,1,0.224,90,0
"3963",3963,0.11,"127.973",4,1,"addicted",2008,0.436082813402,"0.363203037399",0.322,"2",-5.804,1,0.292,97,0
"3964",3964,0.674,"111.664",4,0.739,"from this moment on",1999,0.612385500488,"0.507951841721",0,"1",-20.123,1,0.632,57,0
"3965",3965,0.747,"120.184",4,0,"dance with me",2001,0.671558674208,"0.512394651096",0.642,"4",-11.177,1,0.592,93,0
"3966",3966,0.768,"90.121",4,0,"i hear you knocking",1971,0.476622297155,"0.363230997799",0.123,"4",-8.907,1,0.757,81,0
"3967",3967,0.658,"120.085",4,0.92,"addicted",2008,0.550973443496,"0.366948778334",0.136,"2",-5.815,1,0.77,97,0
"3968",3968,0.349,"90.271",1,0.66,"wait",1988,0.376010243445,"0.272102531028",0.084,"9",-9.197,1,0.399,99,0
"3969",3969,0.398,"143.729",4,0.58,"if wishes came true",1990,0.512770126721,"0.426746425435",0.124,"3",-10.457,1,0.517,25,1
"3970",3970,0.164,"85.326",5,1,"i like it",2010,0.331736149861,"0.0",0,"7",-4.824,1,0.424,12,1
"3971",3971,0.648,"101.106",1,0,"i want you",2003,0.813107692563,"0.598473622994",0.395,"3",-7.388,0,0.64,95,0
"3972",3972,0.015,"116.497",5,0.899,"locked up",2004,0.722595240319,"0.3818728554",0,"0",-5.769,1,0.225,44,1
"3973",3973,0.393,"146.521",4,0.533,"day by day",1972,0.552743812788,"0.379045696395",2.647,"5",-12.113,0,0.432,90,0
"3974",3974,0,"96.677",4,0.668,"far away",2007,0.462454453895,"0.355016469902",0.183,"7",-10.093,1,0.274,94,0
"3975",3975,0.223,"198.002",4,0,"disappear",1991,0.815454051634,"0.652294151995",0.096,"7",-2.819,1,0.501,90,0
"3976",3976,0.565,"111.012",4,0.558,"smooth operator",1985,0.577022140558,"0.307975838906",7.831,"5",-13.007,0,0.615,62,0
"3977",3977,0.25,"127.942",4,0.449,"your love",2010,0.647651214624,"0.401826717454",0.38,"11",-5.094,0,0.607,66,0
"3978",3978,0.432,"199.581",4,0.18,"heaven",2004,0.404686033128,"0.458795785906",0.165,"0",-7.303,1,0.422,37,1
"3979",3979,0.121,"71.187",4,0.713,"reflections",1967,0.536917042132,"0.318615642832",0.444,"5",-7.591,1,0.612,41,1
"3980",3980,0.297,"105.655",4,0.927,"the look of love",1968,0.544835430923,"0.331863556802",0.397,"0",-9.85,1,0.439,36,1
"3982",3982,0.197,"100.066",4,0.146,"tennessee",1992,0.733796199898,"0.450068266461",0.154,"2",-16.195,1,0.501,40,1
"3983",3983,0.915,"91.566",4,1,"ferry cross the mersey",1965,0.657221045713,"0.475514696216",0.109,"5",-9.23,1,0.592,43,1
"3984",3984,0.383,"147.917",4,0.928,"over",2010,0.863043090205,"0.574628521278",0.281,"1",-9.266,1,0.49,60,0
"3985",3985,0.25,"126.15",4,0.353,"it only takes a minute",1975,0.778667651622,"0.601969599705",2.81,"1",-10.584,0,0.395,86,0
"3986",3986,0.801,"108.018",4,0.175,"keep on keepin on",1996,0.425022456243,"0.324295360467",0,"0",-5.768,1,0.512,77,0
"3987",3987,0.376,"186.041",4,0.961,"rain",1993,0.51553565119,"0.3444469763",0,"6",-7.203,0,0.305,67,0
"3988",3988,0.061,"140.102",4,0.932,"trouble",1982,0.561854859232,"0.353829830758",1.337,"7",-6.324,0,0.468,45,1
"3989",3989,0.085,"170.572",5,0.131,"freedom",1985,0.524381538164,"0.343088035921",0,"2",-11.122,0,0.353,76,0
"3990",3990,0.651,"83.359",5,0.677,"for your eyes only",1981,0.635704111761,"0.436317650242",0.525,"7",-7.916,1,0.639,92,0
"3991",3991,0.528,"88.645",5,0.569,"summertime",1991,0.629919315958,"0.407451046932",0.287,"0",-9.931,1,0.544,38,1
"3992",3992,0.937,"152.7",4,0,"bitch",1997,0.749632808459,"0.439443292188",0,"0",-4.612,1,0.917,15,1
"3993",3993,0.397,"147.859",4,0.794,"these eyes",1969,0.476192478282,"0.363053334995",0.165,"8",-10.072,0,0.461,44,1
"3994",3994,0.512,"118.047",4,1,"why",2004,0.330961119886,"0.227217397899",0.099,"0",-6.198,1,0.356,62,0
"3995",3995,0.57,"128.122",1,0,"dance to the music",1968,0.650201006166,"0.473891311184",0.084,"0",-8.057,1,0.646,20,1
"3996",3996,0.022,"132.008",4,0.451,"believe",1999,0.826709212864,"0.535389359584",0.131,"7",-5.134,1,0.404,1,1
"3997",3997,0.585,"89.024",3,0.557,"the letter",1970,0.547516150674,"0.357880296522",3.111,"2",-14.785,1,0.71,80,0
"3999",3999,0.189,"74.789",5,1,"pick up the pieces",1975,0.601932031603,"0.389152446671",0,"8",-4.748,1,0.354,20,1
"4000",4000,0.45,"127.942",4,1,"you should be dancing",1976,0.776854999247,"0.387267841515",0.084,"1",-4.991,1,0.229,31,1
"4001",4001,0.456,"124.244",4,0.44,"i remember",2008,0.510098894399,"0.347749559012",0.287,"0",-7.079,1,0.459,89,0
"4002",4002,0.817,"110.337",3,0.836,"valerie",1988,0.41616358256,"0.365105494377",0.181,"5",-14.162,1,0.587,96,0
"4003",4003,0.574,"97.843",4,0.472,"my heart will go on",1998,0.616332961015,"0.4451049537",0,"4",-19.09,1,0.615,13,1
"4004",4004,0.796,"91.116",1,0,"with your love",1976,0.66099335219,"0.369340487984",0.369,"7",-3.589,1,0.605,84,0
"4005",4005,0.006,"100.308",4,1,"crying",1981,0.685740839261,"0.431542959352",0.287,"7",-18.002,1,0.383,40,1
"4006",4006,0.439,"95.749",5,0.944,"i say a little prayer",1968,0.647933621962,"0.480575192777",3.036,"11",-6.798,0,0.499,93,0
"4007",4007,0.199,"79.117",1,0.079,"i go crazy",1978,0.673095009243,"0.467842584873",0.173,"2",-10.105,0,0.485,12,1
"4008",4008,0.679,"114.658",5,1,"slip away",1968,0.589734464545,"0.512071205294",0.987,"7",-3.1,1,0.559,44,1
"4009",4009,0.686,"139.741",4,0.369,"carnival",1995,0.562352117242,"0.342156308979",0.142,"9",-29.483,1,0.805,60,0
"4010",4010,0.859,"140.214",4,0.724,"rocket man",1972,0.511024640992,"0.388625335345",0.322,"9",-12.634,1,0.822,40,1
"4011",4011,0,"102.652",3,1,"misty",1975,0.735370101605,"0.616107273251",0.183,"8",-14.776,1,0.288,92,0
"4013",4013,0.309,"93.645",3,0.776,"one",1999,0.853917520657,"0.624765294752",0.148,"7",-8.318,1,0.47,70,0
"4014",4014,0.183,"92.99",4,0.491,"step in the name of love",2004,0.811092052861,"0.783843023046",0.073,"8",-9.717,0,0.52,78,0
"4015",4015,0.803,"126.605",4,0.284,"sugar walls",1985,0.635704111761,"0.436317650242",0,"5",-12.485,1,0.779,100,0
"4016",4016,0.161,"130.026",4,0.789,"upside down",1980,0.404887745861,"0.0",0.093,"11",-7.807,0,0.393,18,1
"4017",4017,0.04,"130.013",4,0.339,"cooler than me",2010,0.726028921299,"0.761207417576",0.171,"0",-4.442,1,0.292,19,1
"4018",4018,0.398,"131.395",5,1,"money",1973,0.793636767474,"0.527132301317",0.229,"6",-3.958,1,0.36,92,0
"4021",4021,0.708,"115.652",4,0,"smile",2010,0.488008881803,"0.314011789833",0.2,"1",-14.264,1,0.686,97,0
"4022",4022,0.017,"119.319",4,1,"never give you up",1968,0.540391914419,"0.363538985243",0.263,"9",-8.006,0,0.296,100,0
"4023",4023,0.501,"125.63",4,0.743,"close your eyes",1967,0.600013701814,"0.445469690299",0,"6",-5.788,0,0.734,71,0
"4024",4024,0.666,"99.991",4,1,"my best friend",2000,0.476564076715,"0.370986744765",0,"7",-10.299,1,0.661,83,0
"4025",4025,0.339,"127.955",4,0.691,"head over heels",1985,0.525869437095,"0.435127194848",0,"10",-5.868,0,0.094,60,0
"4026",4026,0.146,"99.265",3,0.63,"please forgive me",1994,0.643306938389,"0.412439692676",0.386,"5",-5.105,1,0.109,27,1
"4027",4027,0.481,"97.108",4,0.701,"these words",2005,0.300885481806,"0.29090402969",0.458,"5",-6.299,1,0.413,80,0
"4028",4028,0.792,"118.918",4,0.806,"proud mary",1971,0.630471133721,"0.50185601455",0.218,"1",-6.725,1,0.547,55,0
"4029",4029,0.837,"100.189",4,0.71,"mysterious ways",1992,0.438038227053,"0.0",0.143,"5",-10.213,1,0.722,57,0
"4030",4030,0.728,"145.157",1,0.045,"stuck on you",1984,0.776675855685,"0.551325989249",0,"5",-7.089,1,0.674,32,1
"4031",4031,0,"95.257",4,1,"all for love",1994,0.626436381752,"0.374271173856",0.149,"1",-9.081,1,0,8,1
"4032",4032,0.025,"126.987",1,0,"help",1965,0.504084485488,"0.292462863393",0,"11",-9.511,0,0.331,7,1
"4034",4034,0.339,"65.34",5,0.727,"iris",1999,0.276889679793,"0.339264651168",0.427,"8",-20.309,0,0.325,94,0
"4035",4035,0.105,"139.566",4,0.795,"crazy",2006,0.451829095433,"0.353554001863",0.404,"8",-7.249,1,0.396,7,1
"4036",4036,0.213,"85.079",4,0.799,"i swear",1994,0.5229411721,"0.368169074032",0.427,"9",-7.99,1,0.49,2,1
"4037",4037,0,"94.413",4,0.032,"let me go",2005,0.597281477904,"0.398469959909",0.206,"0",-9.768,1,0.203,38,1
"4038",4038,0.74,"97.718",4,1,"i believe",1995,0.599583596617,"0.412255168357",2.31,"9",-8.34,1,0.45,27,1
"4039",4039,0.231,"102.69",4,0.794,"step in the name of love",2004,0.67193853791,"0.399126659991",0.334,"0",-6.706,0,0.377,78,0
"4040",4040,0.679,"134.077",4,0.773,"emotions",1991,0.616564806344,"0.41740579752",2.479,"0",-8.429,1,0.438,22,1
"4041",4041,0.008,"124.174",4,0.897,"crazy",2006,0.432207858418,"0.320977210633",0.218,"7",-8.423,1,0.215,7,1
"4042",4042,0.041,"130.597",4,0.553,"bad boy",1986,0.481364201655,"0.373408883162",3.715,"9",-12.821,1,0.269,79,0
"4043",4043,0.408,"207.359",4,0.775,"ladies night",1980,0.721389313472,"0.479685359361",0.264,"11",-3.194,0,0.447,35,1
"4044",4044,0,"31.67",4,0,"america",1981,0.705287678078,"0.526068021123",2.113,"0",-33.99,0,0,62,0
"4045",4045,0.284,"144.039",4,0.192,"you",2007,0.669754024477,"0.385494307033",0,"6",-7.186,0,0.499,40,1
"4046",4046,0.033,"76.703",4,0.832,"the right kind of love",1993,0.736682981213,"0.499824876854",0.107,"0",-25.539,0,0.463,68,0
"4047",4047,0.585,"100.672",1,0.173,"you belong to me",1978,0.766837446751,"0.558748285639",0,"7",-5.071,1,0.62,59,0
"4048",4048,0.386,"109.502",4,0.888,"rock on",1989,0.568897346571,"0.37498664603",0.265,"2",-9.138,1,0.271,45,1
"4049",4049,0.356,"127.955",4,0,"time",1996,0.657495246689,"0.437746243268",5.358,"9",-6.565,1,0.365,50,0
"4050",4050,0.336,"85.47",4,0,"you make me feel brand new",1974,0.382445977305,"0.338601965792",0.409,"0",-11.865,1,0.349,14,1
"4051",4051,0.445,"155.183",4,0.244,"every woman in the world",1981,0.56439800883,"0.375131531324",0.253,"9",-11.863,1,0.572,27,1
"4052",4052,0.459,"146.229",4,0,"dangerous",2008,0.573212550739,"0.437462098554",3.976,"9",-10.775,0,0.448,29,1
"4053",4053,0.177,"118.026",4,0.906,"jaded",2001,0.87253659867,"0.610431620431",2.183,"9",-4.207,1,0.372,47,1
"4055",4055,0.507,"118.542",1,0,"knock on wood",1979,0.548061856162,"0.405034871375",2.438,"11",-10.641,0,0.39,22,1
"4056",4056,0.751,"86.677",1,0.962,"day after day",1972,0.487066036837,"0.366389370705",0,"0",-10.857,1,0.616,39,1
"4057",4057,0.506,"135.033",4,0,"smells like teen spirit",1992,0.58959230069,"0.352187616793",0,"0",-6.219,1,0.462,32,1
"4058",4058,0,"155.203",4,0.723,"switch",2005,0.601622827755,"0.389425910843",0.538,"10",-8.303,0,0,28,1
"4059",4059,0.85,"100.53",4,0.642,"dont look back",1978,0.534479846862,"0.359907549357",0.222,"9",-15.248,1,0.683,93,0
"4060",4060,0.401,"152.393",4,0.511,"i know a place",1965,0.594412031693,"0.398252409395",0.357,"0",-7.821,1,0.521,36,1
"4061",4061,0.058,"139.452",3,0.975,"dancing in the dark",1984,0.477122079056,"0.257880113688",2.142,"0",-11.323,0,0.128,14,1
"4063",4063,0.388,"134.676",5,0.445,"the most beautiful girl in the world",1994,0.288566341289,"0.0",0.362,"9",-11.083,1,0.343,19,1
"4064",4064,0.148,"98.007",4,0.576,"broken wings",1986,0.645625042236,"0.476169109774",2.218,"6",-8.614,0,0.233,5,1
"4065",4065,0.809,"138.8",4,0.284,"help me rhonda",1965,0.608669010196,"0.356511297183",0,"1",-9.461,1,0.688,11,1
"4066",4066,0.121,"136.746",5,1,"hungry",1966,0.491810991916,"0.373940290283",0.078,"7",-7.209,1,0.307,97,0
"4067",4067,0.525,"113.05",4,0.444,"bad day",2006,0.419759130184,"0.274927900799",0.328,"4",-4.427,0,0.621,1,1
"4068",4068,0.385,"119.985",4,1,"no time",1997,0.679412495158,"0.461708052562",0,"9",-5.431,1,0.285,80,0
"4069",4069,1,"106.907",3,0.997,"lullaby",1999,0.407606790114,"0.29103744594",0,"2",-16.684,1,0.991,46,1
"4070",4070,0.317,"110.208",3,0.812,"disappear",1991,0.487210536031,"0.246056410989",0.136,"6",-19.736,0,0.512,90,0
"4071",4071,0.771,"126.969",4,0,"what hurts the most",2006,0.830874307385,"0.624347709064",2.56,"11",-5.994,0,0.616,26,1
"4073",4073,0.778,"129.986",4,0,"what a girl wants",2000,0.831240276991,"0.725746081852",0.27,"11",-6.595,0,0.572,19,1
"4075",4075,0.421,"107.082",4,0.301,"this girl is a woman now",1969,0.267999839157,"0.0",0.224,"0",-14.375,1,0.563,84,0
"4076",4076,0.596,"140.204",4,0,"the long and winding road",1970,0.343959014957,"0.0",0,"5",-19.826,1,0.634,41,1
"4077",4077,0.358,"155.593",1,0,"spanish harlem",1971,0.434193419647,"0.341079413319",0,"1",-9.269,1,0.54,49,1
"4078",4078,0.539,"115.471",4,1,"last night",2007,0.515260682712,"0.427356683816",2.067,"10",-18.368,1,0.492,42,1
"4079",4079,0.803,"99.02",4,0.277,"vincent",1972,0.754917645451,"0.507464243115",3.86,"6",-11.892,1,0.835,94,0
"4081",4081,0.588,"91.201",4,0.796,"whatcha see is whatcha get",1971,0.674754931962,"0.304603519128",0,"4",-10.877,1,0.382,46,1
"4082",4082,0.6,"146.184",1,0.239,"tell me",1996,0.498587054768,"0.34050838818",0.229,"9",-6.56,1,0.511,58,0
"4083",4083,0.546,"117.324",4,0.967,"every breath you take",1983,0.847971995819,"0.634213096047",0.299,"1",-10.414,1,0.464,1,1
"4084",4084,0.526,"135.95",5,0.904,"respect yourself",1987,0.644238764665,"0.430493598893",0.438,"2",-7.529,1,0.44,89,0
"4085",4085,0.235,"171.939",4,0.071,"respect",1967,0.750492075058,"0.516464329805",0,"5",-4.353,1,0.222,13,1
"4086",4086,0.767,"85.314",3,1,"take me back",1965,0.733053578191,"0.531720422663",0,"6",-4.679,1,0.681,91,0
"4087",4087,0.234,"101.235",4,0.857,"not tonight",1997,0.576833330003,"0.37952527387",0.305,"5",-7.79,1,0.12,46,1
"4088",4088,0.807,"168.553",4,0.663,"if i were a carpenter",1966,0.51574956819,"0.436241713835",0.119,"8",-10.761,1,0.712,73,0
"4089",4089,0.688,"77.275",3,0.654,"one",1999,0.495539894575,"0.36240653284",0,"7",-22.298,1,0.599,70,0
"4090",4090,0.435,"96.96",1,0.151,"heart and soul",1987,0.561160467375,"0.393151371331",0.102,"0",-23.616,1,0.394,33,1
"4091",4091,0.909,"126.454",4,1,"thinking of you",1989,0.476097834467,"0.335693751067",2.821,"5",-7.678,1,0.712,96,0
"4093",4093,0.905,"121.993",4,0,"wipe out",1966,0.573116261623,"0.472557813389",0,"6",-5.266,0,0.959,63,0
"4095",4095,0.689,"90.018",1,0.378,"it feels so good",2000,0.613359238496,"0.496787239939",4.592,"5",-6.907,0,0.716,34,1
"4096",4096,0.263,"160.14",3,1,"still",1980,0.564496971938,"0.36338641535",1.387,"10",-6.85,1,0.419,23,1
"4097",4097,0.092,"92.242",5,0.605,"shame",1978,0.519750319958,"0.368702892979",3.094,"9",-15.63,1,0.517,64,0
"4098",4098,0.532,"123.067",4,1,"love is like oxygen",1978,0.50564523216,"0.373804639234",0.322,"9",-5.369,0,0.486,23,1
"4099",4099,0.23,"176.065",4,0.681,"hell yeah",2003,0.78626800889,"0.496705942843",0.199,"5",-7.214,0,0.362,74,0
"4100",4100,0.018,"161.925",4,0.741,"talk to me",1986,0.447938949613,"0.331412136447",0,"7",-8.085,1,0.365,57,0
"4101",4101,0.244,"119.984",4,0.778,"holiday",2005,0.852365954908,"0.587032611367",2.049,"4",-6.102,1,0.41,39,1
"4102",4102,0.461,"168.002",4,0.988,"always",1995,0.531466933339,"0.324756730683",0.606,"11",-6.496,0,0.581,17,1
"4103",4103,0.636,"139.148",1,0,"coming up",1980,0.487682800641,"0.339667589146",2.223,"10",-5.888,1,0.576,7,1
"4104",4104,0.498,"122.606",4,0.587,"all right now",1970,0.713686249595,"0.468604580569",0,"2",-8.768,1,0.575,27,1
"4105",4105,0,"107.973",4,0,"say goodbye",2006,0.625464060902,"0.397687276109",0.229,"0",-22.459,1,0,86,0
"4106",4106,0.118,"105.738",4,0.881,"one on one",1983,0.67323869066,"0.479204557694",0.369,"9",-9.443,1,0.525,39,1
"4108",4108,0.419,"120.12",4,0.193,"la isla bonita",1987,0.535807485413,"0.391435080935",0,"6",-8.847,0,0.397,58,0
"4109",4109,0.159,"128.008",4,0.938,"together",1981,0.127650516917,"0.375647269973",0,"6",-6.134,0,0.294,53,0
"4110",4110,0.735,"120.018",4,1,"promise",2007,0.434268043489,"0.398122511717",7.535,"9",-8.468,0,0.663,71,0
"4111",4111,0.679,"141.219",4,0.237,"i say a little prayer",1968,0.593121290318,"0.426527157237",0.276,"7",-11.247,1,0.858,93,0
"4112",4112,0.825,"99.407",4,0.664,"wind beneath my wings",1989,0.543593938059,"0.371576791586",0,"10",-13.671,1,0.826,7,1
"4113",4113,0.112,"90.827",3,0.541,"everything",1990,0.587690519901,"0.418693778438",3.448,"10",-6.361,0,0.361,41,1
"4114",4114,0.072,"124.984",7,0.588,"fast car",1988,0.851369591231,"0.583639903588",3.419,"7",-6.386,0,0.22,76,0
"4115",4115,0.472,"187.63",4,0.041,"the great escape",2007,0.550581631813,"0.384529453005",0,"0",-5.116,1,0.516,77,0
"4116",4116,0.724,"93.374",1,1,"the whole world",2002,0.579682472638,"0.355919235794",0,"2",-2.968,1,0.613,70,0
"4117",4117,0.723,"172.293",4,0.821,"babe",1980,0.609123874818,"0.462367839987",0.142,"11",-8.062,1,0.691,20,1
"4118",4118,0.824,"171.784",4,0.628,"why",2004,0.592393347231,"0.338144116568",0,"1",-5.744,1,0.751,62,0
"4119",4119,0.778,"143.082",7,1,"come with me",1998,0.731934227886,"0.449297744215",0,"5",-12.457,1,0.697,47,1
"4120",4120,0.777,"74.829",4,0,"crying in the chapel",1965,0.375978176195,"0.290657620909",4.946,"11",-16.18,1,0.668,9,1
"4121",4121,0,"118.018",4,0.446,"lady",1996,0.670692158042,"0.507016048589",2.757,"0",-10.326,0,0,70,0
"4123",4123,0.749,"87.974",4,0.734,"secret",1995,0.905477001362,"0.84338027443",0,"7",-5.675,1,0.642,71,0
"4124",4124,0.915,"107.141",4,0.418,"take a chance on me",1978,0.74865929586,"0.572937358613",0.473,"11",-8.318,1,0.665,32,1
"4125",4125,0.007,"128.009",4,0,"boogie nights",1977,0.422344366078,"0.209687520051",0,"1",-12.649,1,0.277,93,0
"4127",4127,0.269,"140.995",3,0.326,"into you",2003,0.569254391406,"0.340867400105",0.313,"1",-3.836,1,0.466,23,1
"4128",4128,0.627,"136.618",4,0.011,"saturday night",1976,0.669585864473,"0.440972240734",0.299,"4",-8.448,1,0.638,64,0
"4129",4129,0.837,"123.413",4,0,"do it again",1973,0.432300053798,"0.322471783044",3.077,"0",-6.043,1,0.681,73,0
"4130",4130,0.52,"155.466",4,0,"glory days",1985,0.575750686358,"0.418946362946",2.583,"7",-4.957,1,0.362,67,0
"4133",4133,0.466,"127.991",3,0,"omg",2010,0.856449045229,"0.854637828218",0.281,"2",-6.279,1,0.506,5,1
"4134",4134,0.54,"118.034",4,0.135,"because of you",2007,0.422533258769,"0.429033876173",0.2,"4",-12.502,1,0.508,57,0
"4135",4135,0,"121.995",4,0.269,"the look of love",1968,0.661601101289,"0.545536177337",0.218,"9",-9.283,0,0.104,36,1
"4137",4137,0.415,"156.161",4,0.71,"you light up my life",1978,0.466962107037,"0.368778954611",0,"4",-11.708,1,0.482,3,1
"4139",4139,0.647,"154.79",4,0.317,"fire",1979,0.72660393805,"0.389484372459",1.059,"2",-4.944,1,0.747,15,1
"4140",4140,0.685,"113.315",1,0,"let me be the one",1987,0.610167221972,"0.354040002096",0,"9",-8.721,1,0.663,77,0
"4141",4141,0.536,"91.22",3,0.892,"borderline",1984,0.551770485873,"0.333655364349",2.229,"11",-5.74,1,0.596,35,1
"4142",4142,0.517,"102.403",7,0.761,"time",1996,0.160997014504,"0.334558468128",0.305,"10",-14.768,1,0.562,50,0
"4143",4143,0.6,"182.894",5,0.325,"broadway",2000,0.667442147007,"0.541246441683",4.278,"9",-6.988,0,0.521,84,0
"4144",4144,1,"152.57",4,0,"here i go again",1987,0.575686501066,"0.382976457967",0.746,"5",-17.94,1,0.749,7,1
"4146",4146,0.385,"209.958",4,0.985,"another day in paradise",1990,0.475472653008,"0.320833092668",0.316,"9",-3.511,1,0.256,7,1
"4147",4147,0.374,"85.064",4,1,"runaway",1996,0.591937418994,"0.56333533018",0.322,"2",-2.93,1,0.585,84,0
"4148",4148,0.671,"124.91",4,1,"poison",1990,0.889460725656,"0.612067268298",0.253,"7",-5.929,1,0.777,4,1
